[11:23:15] {/home/zzy/workspace/grasp/gitrepo/2D-grasping/hardware/device.py:11} INFO - CUDA detected. Running with GPU acceleration.
[11:23:15] {train_network.py:269} INFO - Loading Jacquard Dataset...
[11:23:18] {train_network.py:280} INFO - Dataset size is 54485
[11:23:18] {train_network.py:293} INFO - Dataset len is 54485
[11:23:18] {train_network.py:300} INFO - Training size: 51760
[11:23:18] {train_network.py:301} INFO - Validation size: 2725
[11:23:18] {train_network.py:320} INFO - Done
[11:23:18] {train_network.py:323} INFO - Loading Network...
[11:23:18] {train_network.py:325} INFO - input channel is 1
[11:23:18] {train_network.py:342} INFO - Done from zero model
[11:23:20] {train_network.py:357} INFO - optimizer ranger Done
[11:23:21] {train_network.py:372} INFO - Beginning Epoch 00, lr=0.001
[11:23:46] {/home/zzy/workspace/grasp/gitrepo/2D-grasping/hardware/device.py:11} INFO - CUDA detected. Running with GPU acceleration.
[11:23:46] {train_network.py:269} INFO - Loading Jacquard Dataset...
[11:23:49] {train_network.py:280} INFO - Dataset size is 54485
[11:23:49] {train_network.py:293} INFO - Dataset len is 54485
[11:23:49] {train_network.py:300} INFO - Training size: 51760
[11:23:49] {train_network.py:301} INFO - Validation size: 2725
[11:23:49] {train_network.py:320} INFO - Done
[11:23:49] {train_network.py:323} INFO - Loading Network...
[11:23:49] {train_network.py:325} INFO - input channel is 1
[11:23:49] {train_network.py:342} INFO - Done from zero model
[11:23:51] {train_network.py:357} INFO - optimizer ranger Done
[11:23:51] {train_network.py:372} INFO - Beginning Epoch 00, lr=0.001
[11:24:11] {train_network.py:197} INFO - Epoch: 0, Batch: 100, Loss: 0.0788
[11:24:28] {train_network.py:197} INFO - Epoch: 0, Batch: 200, Loss: 0.0263
[11:24:45] {train_network.py:197} INFO - Epoch: 0, Batch: 300, Loss: 0.0405
[11:25:02] {train_network.py:197} INFO - Epoch: 0, Batch: 400, Loss: 0.0274
[11:25:19] {train_network.py:197} INFO - Epoch: 0, Batch: 500, Loss: 0.0220
[11:25:36] {train_network.py:197} INFO - Epoch: 0, Batch: 600, Loss: 0.0215
[11:25:53] {train_network.py:197} INFO - Epoch: 0, Batch: 700, Loss: 0.0242
[11:26:10] {train_network.py:197} INFO - Epoch: 0, Batch: 800, Loss: 0.0161
[11:26:27] {train_network.py:197} INFO - Epoch: 0, Batch: 900, Loss: 0.0242
[11:26:45] {train_network.py:197} INFO - Epoch: 0, Batch: 1000, Loss: 0.0385
[11:27:03] {train_network.py:197} INFO - Epoch: 0, Batch: 1100, Loss: 0.0155
[11:27:21] {train_network.py:197} INFO - Epoch: 0, Batch: 1200, Loss: 0.0231
[11:27:39] {train_network.py:197} INFO - Epoch: 0, Batch: 1300, Loss: 0.0238
[11:27:58] {train_network.py:197} INFO - Epoch: 0, Batch: 1400, Loss: 0.0257
[11:28:16] {train_network.py:197} INFO - Epoch: 0, Batch: 1500, Loss: 0.0199
[11:28:35] {train_network.py:197} INFO - Epoch: 0, Batch: 1600, Loss: 0.0209
[11:28:53] {train_network.py:197} INFO - Epoch: 0, Batch: 1700, Loss: 0.0179
[11:29:12] {train_network.py:197} INFO - Epoch: 0, Batch: 1800, Loss: 0.0165
[11:29:30] {train_network.py:197} INFO - Epoch: 0, Batch: 1900, Loss: 0.0103
[11:29:49] {train_network.py:197} INFO - Epoch: 0, Batch: 2000, Loss: 0.0143
[11:30:07] {train_network.py:197} INFO - Epoch: 0, Batch: 2100, Loss: 0.0229
[11:30:26] {train_network.py:197} INFO - Epoch: 0, Batch: 2200, Loss: 0.0115
[11:30:45] {train_network.py:197} INFO - Epoch: 0, Batch: 2300, Loss: 0.0112
[11:31:03] {train_network.py:197} INFO - Epoch: 0, Batch: 2400, Loss: 0.0157
[11:31:22] {train_network.py:197} INFO - Epoch: 0, Batch: 2500, Loss: 0.0136
[11:31:41] {train_network.py:197} INFO - Epoch: 0, Batch: 2600, Loss: 0.0104
[11:31:59] {train_network.py:197} INFO - Epoch: 0, Batch: 2700, Loss: 0.0156
[11:32:17] {train_network.py:197} INFO - Epoch: 0, Batch: 2800, Loss: 0.0153
[11:32:36] {train_network.py:197} INFO - Epoch: 0, Batch: 2900, Loss: 0.0101
[11:32:55] {train_network.py:197} INFO - Epoch: 0, Batch: 3000, Loss: 0.0173
[11:33:13] {train_network.py:197} INFO - Epoch: 0, Batch: 3100, Loss: 0.0092
[11:33:40] {train_network.py:395} INFO - Validating 0.25...
[11:36:33] {train_network.py:398} INFO - 2341/2725 = 0.859083
[11:36:33] {train_network.py:408} INFO - >>> save model: epoch_00_iou_0.8591
[11:36:33] {train_network.py:372} INFO - Beginning Epoch 01, lr=0.001
[11:36:53] {train_network.py:197} INFO - Epoch: 1, Batch: 100, Loss: 0.0202
[11:37:10] {train_network.py:197} INFO - Epoch: 1, Batch: 200, Loss: 0.0096
[11:37:28] {train_network.py:197} INFO - Epoch: 1, Batch: 300, Loss: 0.0170
[11:37:45] {train_network.py:197} INFO - Epoch: 1, Batch: 400, Loss: 0.0131
[11:38:02] {train_network.py:197} INFO - Epoch: 1, Batch: 500, Loss: 0.0118
[11:38:21] {train_network.py:197} INFO - Epoch: 1, Batch: 600, Loss: 0.0191
[11:38:40] {train_network.py:197} INFO - Epoch: 1, Batch: 700, Loss: 0.0093
[11:38:58] {train_network.py:197} INFO - Epoch: 1, Batch: 800, Loss: 0.0126
[11:39:17] {train_network.py:197} INFO - Epoch: 1, Batch: 900, Loss: 0.0162
[11:39:35] {train_network.py:197} INFO - Epoch: 1, Batch: 1000, Loss: 0.0143
[11:39:54] {train_network.py:197} INFO - Epoch: 1, Batch: 1100, Loss: 0.0099
[11:40:13] {train_network.py:197} INFO - Epoch: 1, Batch: 1200, Loss: 0.0110
[11:40:31] {train_network.py:197} INFO - Epoch: 1, Batch: 1300, Loss: 0.0124
[11:40:50] {train_network.py:197} INFO - Epoch: 1, Batch: 1400, Loss: 0.0094
[11:41:08] {train_network.py:197} INFO - Epoch: 1, Batch: 1500, Loss: 0.0155
[11:41:27] {train_network.py:197} INFO - Epoch: 1, Batch: 1600, Loss: 0.0101
[11:41:46] {train_network.py:197} INFO - Epoch: 1, Batch: 1700, Loss: 0.0127
[11:42:05] {train_network.py:197} INFO - Epoch: 1, Batch: 1800, Loss: 0.0085
[11:42:24] {train_network.py:197} INFO - Epoch: 1, Batch: 1900, Loss: 0.0089
[11:42:42] {train_network.py:197} INFO - Epoch: 1, Batch: 2000, Loss: 0.0132
[11:43:02] {train_network.py:197} INFO - Epoch: 1, Batch: 2100, Loss: 0.0105
[11:43:20] {train_network.py:197} INFO - Epoch: 1, Batch: 2200, Loss: 0.0170
[11:43:39] {train_network.py:197} INFO - Epoch: 1, Batch: 2300, Loss: 0.0190
[11:43:58] {train_network.py:197} INFO - Epoch: 1, Batch: 2400, Loss: 0.0080
[11:44:16] {train_network.py:197} INFO - Epoch: 1, Batch: 2500, Loss: 0.0090
[11:44:35] {train_network.py:197} INFO - Epoch: 1, Batch: 2600, Loss: 0.0131
[11:44:53] {train_network.py:197} INFO - Epoch: 1, Batch: 2700, Loss: 0.0126
[11:45:12] {train_network.py:197} INFO - Epoch: 1, Batch: 2800, Loss: 0.0112
[11:45:31] {train_network.py:197} INFO - Epoch: 1, Batch: 2900, Loss: 0.0086
[11:45:50] {train_network.py:197} INFO - Epoch: 1, Batch: 3000, Loss: 0.0177
[11:46:09] {train_network.py:197} INFO - Epoch: 1, Batch: 3100, Loss: 0.0147
[11:46:35] {train_network.py:395} INFO - Validating 0.25...
